    -1.209     -0.034      1.241     -1.779     -0.616     -1.232      0.937      0.095      0.000      0.003      0.903      4.000  798
     0.691     -1.343     -1.147     -0.526      0.007      1.575     -0.831      0.039      0.000      0.224      0.737      4.000  177
     2.034     -2.041      0.167      0.674      0.216      0.423      1.035      0.000      0.000      0.420      0.580      4.000 1545
     0.373     -0.383      0.592     -0.161     -1.889      1.098      0.844      0.000      0.000      0.013      0.987      4.000 1492
    -1.336      0.225     -0.804      0.113      0.980     -0.603      0.576      0.128      0.000      0.492      0.380      3.000 1340
     0.195      2.446     -0.154     -0.505     -0.740      1.051      1.350      0.000      0.000      0.086      0.914      4.000 1734
    -1.201      0.642     -0.238      0.861      0.424     -0.062      0.754      0.203      0.000      0.428      0.369      3.000 1370
     1.142      0.073      1.960     -0.819     -0.007      1.005      0.862      0.023      0.000      0.023      0.955      4.000  499
    -1.008     -0.056     -1.350     -0.544     -0.094     -1.054      0.354      0.787      0.000      0.071      0.143      1.000  678
    -0.955      1.308      1.003      0.749     -0.830      0.075     -1.227      0.194      0.000      0.049      0.757      4.000 1624
    -1.156     -0.189      0.087     -0.050     -0.954      0.740      2.060      0.001      0.000      0.011      0.988      4.000 1283
    -0.363      0.046      0.873     -0.581     -0.469      1.030      0.812      0.310      0.000      0.071      0.619      4.000 1056
    -0.654     -0.565      0.600      0.856      0.305     -0.322      0.620      0.417      0.000      0.214      0.369      1.000 1193
     1.018      0.165     -0.371     -0.622      0.165      0.605      0.851      0.026      0.000      0.812      0.162      3.000 1323
    -1.123     -1.602     -0.748     -0.867      0.021     -0.454     -1.028      0.465      0.000      0.109      0.426      1.000 1037
     1.332     -0.651      0.190      1.222     -2.167      1.421      1.124      0.000      0.000      0.003      0.997      4.000  217
     1.846      1.011     -0.790     -0.776     -0.424     -0.209      0.121      0.001      0.000      0.907      0.092      3.000  222
    -1.930     -0.597      0.283     -0.170      0.462     -1.204      1.068      0.061      0.000      0.051      0.888      4.000 1180
    -1.794     -0.870     -0.695      0.938     -0.956     -1.225      0.781      0.008      0.000      0.019      0.973      4.000 1489
    -1.028     -0.950     -0.414     -1.198     -1.369      0.060      0.810      0.009      0.000      0.036      0.956      4.000  146
    -1.116     -0.975      0.002      2.951     -0.036      1.064     -1.422      0.001      0.000      0.004      0.995      4.000 1291
    -0.034     -0.357     -0.557      0.693     -1.631      1.702     -0.426      0.001      0.000      0.021      0.979      4.000  642
    -0.810      0.107     -0.071     -0.114      0.304     -0.429     -0.374      0.839      0.000      0.120      0.041      1.000  566
    -0.207     -0.018     -0.469     -0.878      0.301      0.425     -0.154      0.669      0.000      0.265      0.066      1.000  252
    -0.191      0.145      1.219     -0.643      1.515      0.221     -0.523      0.043      0.001      0.283      0.673      4.000  891
     2.728      0.484     -0.569     -0.231     -2.457     -0.149     -1.123      0.000      0.000      0.065      0.935      4.000 1142
    -0.472     -0.377      0.670     -0.525     -0.436      0.087      0.402      0.739      0.000      0.088      0.173      1.000  832
    -0.189     -2.800      1.945     -2.207      0.979     -0.731      1.600      0.000      0.000      0.000      1.000      4.000 1617
    -1.068      0.089      0.250      0.973     -1.944     -1.552      0.088      0.000      0.000      0.003      0.996      4.000  867
    -1.291     -1.349      0.276     -1.212     -0.388     -0.271     -0.112      0.439      0.000      0.061      0.500      4.000  130
    -0.090      0.428      0.010     -0.220      0.085      1.556      0.919      0.107      0.000      0.226      0.668      4.000 1302
    -0.585      0.822     -1.508      0.680     -0.321     -1.104     -1.399      0.611      0.000      0.087      0.301      1.000  582
     0.602     -0.142     -1.680     -0.125      0.561     -0.560     -0.738      0.136      0.557      0.250      0.057      2.000 1252
    -0.401      0.343      0.994      1.141     -1.470      2.596      1.432      0.000      0.000      0.000      1.000      4.000  827
    -0.839     -0.267      1.192      0.853      0.478      0.482      0.779      0.234      0.000      0.085      0.681      4.000 1305
     0.244     -0.173     -0.044     -0.448      0.071     -0.728      0.393      0.527      0.000      0.365      0.108      1.000  490
    -0.971     -0.024     -0.319      0.627      0.560     -0.404      1.072      0.169      0.000      0.414      0.417      4.000  664
    -1.036     -0.772      1.051     -0.581      1.868     -0.774     -0.009      0.001      0.000      0.075      0.924      4.000  841
    -1.092      1.399     -1.354     -0.181      0.680      0.048     -0.401      0.262      0.000      0.487      0.251      3.000 1418
     1.217      0.045      0.565     -0.217     -0.527     -0.018     -1.312      0.123      0.000      0.556      0.321      3.000  151
    -1.185      0.075      0.238     -0.291     -1.208     -1.823     -0.301      0.097      0.000      0.014      0.890      4.000  758
    -0.850      0.471     -0.112     -0.251     -0.535     -0.343      0.221      0.731      0.000      0.148      0.121      1.000  518
    -1.439      0.232     -0.027      0.672     -1.266     -0.749     -0.286      0.091      0.000      0.082      0.826      4.000 1641
    -0.503     -0.761      0.140      2.345      0.737      1.095      1.127      0.000      0.000      0.031      0.969      4.000 1281
    -0.283     -0.296     -0.866     -0.089      0.932      0.774     -1.205      0.222      0.000      0.521      0.257      3.000  597
    -2.093     -0.784      0.186     -0.714     -0.163      0.852      0.705      0.077      0.000      0.048      0.876      4.000  772
    -0.611      0.379      1.912     -1.371     -0.498     -0.863      0.312      0.596      0.000      0.002      0.401      1.000  384
    -0.692      0.172     -0.301     -0.571     -0.298     -0.558     -0.976      0.902      0.000      0.056      0.042      1.000 1509
    -0.159     -0.185      0.547     -1.135      0.449     -0.480      0.080      0.729      0.000      0.152      0.118      1.000  740
    -0.494     -0.146      0.098     -0.435      0.398      0.645      0.417      0.549      0.000      0.291      0.160      1.000 1236
    -0.800     -0.889      0.904      0.428      0.067     -1.003      1.576      0.042      0.000      0.026      0.932      4.000  647
     0.235      1.459      1.557      1.165     -0.280      0.281      0.659      0.036      0.000      0.067      0.897      4.000 1707
    -0.894      0.576     -0.520     -0.026     -0.147      1.085     -0.238      0.645      0.000      0.178      0.177      1.000  957
     0.532      0.574      0.307     -0.399      0.257     -0.345     -0.219      0.096      0.759      0.127      0.019      2.000  493
     0.235     -0.709      0.494     -0.229      0.451      0.105     -0.331      0.090      0.815      0.071      0.024      2.000 1163
    -0.312      1.211      0.296      0.607      0.507      0.050     -0.125      0.260      0.000      0.574      0.166      3.000  520
    -0.710      1.505      0.103      0.422      0.153     -0.588      1.099      0.082      0.000      0.373      0.545      4.000  369
     1.065      1.647     -1.002      1.029     -0.223     -1.981      0.145      0.003      0.000      0.220      0.777      4.000 1553
     0.182     -0.121      0.793      0.809     -0.018     -0.518      0.193      0.554      0.000      0.238      0.208      1.000 1867
    -0.702     -0.049      0.745      0.097     -0.259      1.343     -0.593      0.661      0.000      0.044      0.296      1.000  774
    -1.084     -1.398     -0.392     -1.077      0.340     -0.130      0.302      0.324      0.000      0.217      0.459      4.000  325
     2.440      0.876     -0.707      0.428      1.234      0.397     -0.158      0.000      0.000      0.964      0.036      3.000  166
    -2.172     -0.695      0.137     -1.919      0.507     -0.267     -0.105      0.121      0.000      0.051      0.827      4.000 1335
     0.316     -0.877     -0.001      0.612      0.430      1.117     -1.041      0.143      0.000      0.442      0.415      3.000 1467
     0.197      1.203      0.112      0.460     -1.537      1.907      0.168      0.000      0.000      0.016      0.984      4.000 1870
    -0.073     -1.200     -1.122     -0.101     -0.868      0.999     -1.009      0.116      0.000      0.152      0.732      4.000  312
     0.480      0.195     -1.147      0.712      1.103      1.229      0.587      0.003      0.000      0.628      0.369      3.000 1102
     1.309      1.113      0.968     -0.945      0.708      0.358      1.243      0.001      0.000      0.416      0.582      4.000 1593
    -0.553     -0.974     -0.388     -1.562     -2.385     -0.867      0.337      0.000      0.000      0.002      0.998      4.000  680
    -1.379      0.825      0.182     -0.727      1.794     -0.726     -1.604      0.002      0.000      0.134      0.865      4.000 1523
     0.289     -0.702     -0.220     -0.784     -1.614     -0.958     -0.452      0.010      0.000      0.100      0.890      4.000 1359
    -0.771      1.326      1.036     -0.030     -2.022     -1.170      0.591      0.000      0.000      0.002      0.998      4.000 1225
    -1.186     -0.580      2.345     -0.367     -0.886     -0.312      0.699      0.114      0.000      0.000      0.886      4.000 1380
    -0.438     -0.210      0.169     -1.425     -2.157      0.335      2.164      0.000      0.000      0.000      1.000      4.000 1201
     0.837      1.475      1.632      0.672     -0.520      0.372      0.270      0.026      0.000      0.108      0.866      4.000  389
     0.369     -0.112      2.205     -0.962      0.519      0.608     -0.567      0.515      0.000      0.010      0.476      1.000  427
    -1.703      0.081      1.515     -0.235     -0.080     -0.319     -0.672      0.829      0.000      0.006      0.165      1.000  901
     0.563     -0.943     -0.093     -0.819     -0.969     -0.452      1.189      0.011      0.000      0.200      0.790      4.000  652
    -0.098     -1.144     -0.600     -1.006     -1.786      0.145      0.833      0.000      0.000      0.030      0.970      4.000  992
    -1.011     -0.712     -1.237     -0.843      0.054      0.904      0.879      0.249      0.000      0.138      0.612      4.000 1457
    -1.902      0.000      0.710      0.455     -0.337     -0.674      1.630      0.016      0.000      0.016      0.968      4.000  568
    -0.794     -0.284     -0.645     -0.930      0.204     -1.284      3.022      0.000      0.000      0.002      0.998      4.000  322
    -1.528     -1.264     -1.383     -1.563     -0.276      0.815     -0.047      0.148      0.000      0.038      0.814      4.000 1653
    -0.474      0.555      1.731     -0.145     -0.090     -0.236     -0.939      0.912      0.000      0.006      0.082      1.000  486
    -0.134     -0.339      0.372     -0.194      0.323     -0.736      0.132      0.711      0.000      0.195      0.093      1.000 1469
     0.903      0.314     -1.004      0.856     -1.012      0.256      0.388      0.010      0.000      0.629      0.361      3.000  809
    -0.727      0.124      0.541      0.093     -1.567      0.008     -0.084      0.038      0.000      0.079      0.883      4.000 1630
     0.547      1.993      3.292     -0.386      0.368     -0.323     -0.374      0.000      0.996      0.000      0.004      2.000  868
     0.353      0.650      0.742     -0.236     -0.044     -0.090     -0.438      0.022      0.968      0.008      0.003      2.000 1423
     0.557     -0.467     -0.030      0.504      0.914      0.267      1.260      0.004      0.000      0.680      0.315      3.000  349
    -0.437     -1.419      0.305     -2.006      0.845      0.763      0.017      0.031      0.000      0.093      0.875      4.000 1443
    -1.333     -0.840     -0.118      0.295     -2.657      0.784      0.648      0.000      0.000      0.001      0.999      4.000 1506
    -1.395      0.373      0.287      0.469     -0.140      0.000      0.215      0.677      0.000      0.137      0.186      1.000  554
    -0.001      1.603      0.421      0.227      0.757     -3.187      0.302      0.001      0.000      0.001      0.998      4.000  159
    -0.110     -1.713      0.834     -0.635     -0.547     -0.557      0.382      0.122      0.000      0.077      0.801      4.000  806
    -1.092     -1.363     -0.338      0.472      0.042      1.311     -0.342      0.161      0.000      0.122      0.718      4.000  610
     0.383      0.412     -0.996     -0.064     -1.574      0.906      1.177      0.000      0.000      0.083      0.917      4.000  934
    -0.400      0.745     -0.487     -0.945      0.235      0.316      0.259      0.550      0.000      0.344      0.106      1.000  382
    -0.636      0.019     -0.615     -0.575      0.643     -0.750     -0.726      0.734      0.000      0.192      0.073      1.000  996
    -1.381     -0.724      1.233      1.151     -0.453      0.019     -0.616      0.389      0.000      0.020      0.591      4.000 1628
     0.099      0.473     -0.193     -0.494      0.822     -0.784      0.222      0.197      0.000      0.675      0.129      3.000 1766
    -0.009      0.940      0.374     -0.315     -0.093      0.356      0.175      0.510      0.009      0.351      0.131      1.000  314
    -0.263     -0.359     -0.028      1.129     -2.083      0.539      0.253      0.000      0.000      0.020      0.980      4.000  559
     2.264     -0.818      0.497     -0.723     -2.242     -0.661      0.106      0.000      0.000      0.028      0.972      4.000 1344
     0.057     -0.495      0.034     -0.982     -1.354      0.271      1.478      0.002      0.000      0.048      0.950      4.000 1721
    -2.660      0.872      0.492     -0.107      1.117     -0.625     -1.110      0.008      0.000      0.074      0.918      4.000  481
    -0.533      0.135      0.254      0.425      1.909      0.041     -0.245      0.001      0.000      0.602      0.397      3.000  776
     0.573     -0.434     -0.245     -0.242     -0.279     -0.299      1.018      0.113      0.000      0.618      0.269      3.000  443
    -0.638     -0.056     -0.321      0.702     -0.569     -0.693      0.556      0.452      0.000      0.236      0.312      1.000 1311
     0.344     -0.809     -0.247     -0.414      0.241     -1.215      0.533      0.265      0.000      0.426      0.309      3.000  507
    -1.521     -0.041      0.462     -0.902     -0.247      0.879      0.102      0.604      0.000      0.052      0.344      1.000 1725
    -0.533      1.233      0.873      0.457     -0.666      0.760      0.243      0.196      0.000      0.131      0.672      4.000  628
     0.164      0.364      2.630      1.364     -0.313     -0.259     -0.810      0.298      0.000      0.001      0.701      4.000  686
     0.174      0.141     -1.554     -0.300     -1.241      0.269     -0.432      0.018      0.873      0.039      0.071      2.000  727
     0.269     -1.644     -1.674      0.359      1.217     -1.127      1.351      0.000      0.000      0.097      0.902      4.000  875
     0.323      0.770      0.621     -0.137     -0.094      1.328      0.369      0.192      0.000      0.293      0.515      4.000  535
     0.392      0.116      0.324     -2.043     -0.299      0.066      1.451      0.027      0.000      0.101      0.871      4.000 1498
     0.550      1.367      0.422     -0.447     -1.661     -0.123      0.236      0.001      0.002      0.160      0.837      4.000 1534
    -0.163      0.134     -1.153      0.038      0.367     -0.356     -0.108      0.611      0.006      0.328      0.055      1.000 1652
    -1.477     -0.471      0.465      0.269     -0.202      1.749      0.070      0.131      0.000      0.025      0.844      4.000 1259
     0.593     -0.437      1.592     -1.383     -1.153      0.575      0.073      0.028      0.000      0.014      0.958      4.000 1052
    -0.116     -0.654      0.357      0.359      0.127     -0.444      0.621      0.452      0.000      0.321      0.226      1.000 1514
    -2.758      1.632     -1.932     -1.726     -1.940      0.464     -2.260      0.000      0.000      0.000      1.000      4.000  364
    -1.527     -0.385     -0.814      1.424     -0.399      0.427     -0.949      0.271      0.000      0.119      0.610      4.000 1453
    -2.178      0.091     -0.238     -0.500      1.516      1.666     -0.660      0.001      0.000      0.037      0.963      4.000 1849
     0.224     -1.119      1.990      0.401      0.590     -1.051      1.231      0.013      0.000      0.006      0.981      4.000  299
     0.139      0.250      0.687     -1.048     -0.814      0.198     -0.064      0.507      0.000      0.163      0.330      1.000  982
    -0.986      0.185     -1.451      0.020     -0.610      0.985      0.651      0.263      0.000      0.132      0.605      4.000  852
    -0.503     -0.826      0.285      1.918     -1.539      0.633      1.146      0.000      0.000      0.005      0.995      4.000  791
    -1.001     -0.014      0.889      1.366      1.266      0.372      0.867      0.004      0.000      0.112      0.884      4.000 1484
    -0.772      0.091      0.341      0.282      0.093      0.167      0.970      0.451      0.000      0.245      0.304      1.000 1651
     0.722      2.084     -0.998      0.280      0.225     -0.445     -0.357      0.009      0.007      0.856      0.127      3.000  409
    -0.374     -0.105     -0.013     -1.345      0.419      0.671      2.209      0.003      0.000      0.043      0.954      4.000 1050
    -1.238     -1.089     -1.585     -0.581     -0.094      0.118     -0.451      0.700      0.000      0.078      0.222      1.000 1221
     0.297     -0.719      0.970     -0.239      0.279      0.218     -0.209      0.107      0.823      0.037      0.032      2.000 1639
    -0.346      1.633     -1.069     -0.454     -0.758     -0.269     -0.947      0.252      0.000      0.353      0.395      4.000  480
    -0.516      1.107     -0.464      0.170     -0.020      0.774     -0.562      0.517      0.000      0.340      0.143      1.000  249
     0.484      1.964      1.738      1.312     -0.912     -0.153     -1.778      0.001      0.000      0.005      0.994      4.000 1185
    -1.537     -1.240      0.047     -0.403      0.591      0.304     -0.442      0.322      0.000      0.210      0.468      4.000  711
     0.440     -0.406     -1.015      0.990     -0.722     -0.104     -0.100      0.136      0.000      0.572      0.292      3.000 1846
    -0.840      0.165      0.036     -0.927      0.727      0.914      1.326      0.049      0.000      0.196      0.755      4.000  541
    -1.376      0.848      0.495      0.182     -0.151     -0.253      0.572      0.525      0.000      0.148      0.327      1.000 1377
    -0.641     -0.410      0.427      0.358     -0.749     -0.154     -0.464      0.704      0.000      0.101      0.194      1.000 1446
     1.179      0.386      0.197      0.516     -0.201     -1.049      1.044      0.014      0.000      0.594      0.392      3.000  310
     0.601     -0.541     -0.230     -1.741     -1.085      1.436      1.205      0.000      0.000      0.019      0.980      4.000  743
    -0.742      0.377      0.782     -0.675     -0.037      0.851      0.786      0.499      0.000      0.089      0.412      1.000  515
    -0.673      0.260     -0.549     -0.100     -0.271      0.340      0.251      0.700      0.000      0.209      0.091      1.000  960
    -0.340      1.440     -0.863      0.960     -0.800      0.865      0.331      0.029      0.000      0.310      0.661      4.000 1170
     0.031      2.050     -0.775     -0.011     -1.925     -0.004     -1.118      0.000      0.000      0.060      0.940      4.000  279
    -0.312     -0.654      0.412      0.249      1.105      0.461      0.307      0.065      0.000      0.563      0.372      3.000  435
     1.242      0.510      1.742      0.613      0.376      0.959      0.035      0.030      0.000      0.150      0.820      4.000 1104
     0.333      1.278      0.037      0.061      0.382     -0.157      0.424      0.086      0.000      0.796      0.118      3.000 1044
    -0.294     -0.197      1.309     -1.075     -0.176      0.627     -0.568      0.852      0.000      0.016      0.132      1.000  426
     1.727     -1.937      0.837     -0.798     -0.194      0.213      0.460      0.000      0.000      0.262      0.737      4.000 1088
    -0.211      1.031      0.832      0.258      0.274      0.797      0.461      0.299      0.000      0.297      0.403      4.000 1567
    -1.315     -0.483     -1.288     -0.723      1.378     -1.006      1.233      0.003      0.000      0.106      0.891      4.000  654
    -0.543      0.507     -0.962      0.061     -0.076      0.706      0.002      0.642      0.000      0.255      0.104      1.000  600
    -0.056     -2.483     -0.205      0.289     -0.950      0.490      1.450      0.000      0.000      0.016      0.984      4.000 1445
    -0.246      1.789     -0.463     -0.035     -0.493     -0.747      0.698      0.068      0.000      0.465      0.467      4.000 1608
    -1.055     -0.931      0.142     -0.512     -0.039     -0.274     -0.999      0.836      0.000      0.057      0.107      1.000 1824
    -0.073     -0.217      0.669     -0.242     -0.734     -1.055      0.306      0.542      0.000      0.099      0.359      1.000  304
    -1.224      0.612      0.225     -0.097     -0.253     -1.030     -0.472      0.847      0.000      0.050      0.104      1.000  583
     0.456      0.156      0.287      0.033      0.329      0.344     -0.269      0.167      0.542      0.253      0.038      2.000 1559
    -1.904     -1.470      1.715     -1.655      1.372      1.517      0.524      0.000      0.000      0.000      1.000      4.000  412
     1.771     -0.260      0.437      0.545      1.121      0.165      0.430      0.000      0.000      0.882      0.117      3.000 1700
    -2.443     -1.157      1.093     -1.100      0.168     -2.270      0.417      0.003      0.000      0.000      0.997      4.000  143
    -0.765     -0.713      0.089     -0.762      0.078      0.696      0.246      0.649      0.000      0.146      0.205      1.000  790
    -2.267      0.408      0.436      0.054      0.467     -0.346     -0.634      0.383      0.000      0.138      0.478      4.000  623
    -0.550     -0.457      0.388     -0.988      0.194      0.364      0.583      0.625      0.000      0.157      0.218      1.000  719
    -0.081      0.260      1.317     -1.206     -1.863     -1.614      0.659      0.000      0.000      0.001      0.999      4.000  973
    -1.626     -0.682      1.552      0.821     -1.094      1.052      0.321      0.007      0.000      0.001      0.991      4.000 1503
    -1.221      0.978     -0.382     -0.117     -1.390      0.137     -0.437      0.057      0.000      0.154      0.789      4.000 1685
    -1.298     -0.201     -1.101      1.095      1.358      0.532      0.488      0.005      0.000      0.349      0.646      4.000 1408
    -0.900     -0.801      1.711      0.709     -0.116     -1.474     -1.101      0.478      0.000      0.002      0.520      4.000 1517
     0.141     -1.303     -0.173      1.050     -0.032      1.398     -0.498      0.055      0.000      0.216      0.729      4.000 1603
    -0.336     -0.578     -0.050     -0.633     -0.259     -0.069     -0.164      0.803      0.000      0.129      0.067      1.000  516
    -1.423     -0.372     -0.066      0.461     -0.553     -0.789     -1.419      0.609      0.000      0.051      0.340      1.000  941
    -0.115     -0.191      1.075     -0.480      0.992      1.016     -0.016      0.184      0.000      0.219      0.597      4.000  713
    -0.032     -1.964     -1.283     -0.059     -0.215      0.545     -0.160      0.075      0.009      0.297      0.619      4.000 1362
     0.686     -1.087      0.733     -0.804      1.865      0.500      0.637      0.000      0.000      0.281      0.719      4.000 1612
    -0.330      0.597      0.715      1.460     -0.651     -0.701      1.663      0.005      0.000      0.028      0.967      4.000  211
    -0.688     -0.711     -0.636     -0.510      0.550     -0.686      0.758      0.351      0.000      0.351      0.298      1.000  390
    -1.037     -1.555     -0.102      2.023     -1.143     -0.023      2.225      0.000      0.000      0.001      0.999      4.000  347
     0.634     -0.816      0.831     -0.209      1.707     -0.269     -0.489      0.001      0.178      0.445      0.376      3.000 1113
    -0.526      0.688     -0.032      0.957      0.677      0.174     -0.947      0.316      0.000      0.494      0.190      3.000  661
    -1.396     -0.040      1.361      0.368      0.653     -0.007      0.292      0.472      0.000      0.056      0.473      4.000  905
     1.744      1.312      3.649     -0.220      1.544     -0.255      0.700      0.000      0.000      0.000      1.000      4.000 1337
     0.013      0.497      1.355     -1.083      0.089     -0.857     -1.739      0.722      0.000      0.014      0.264      1.000  607
     1.214     -0.299      0.169      0.722     -0.198     -0.330      0.002      0.042      0.000      0.818      0.140      3.000 1805
     0.452      0.463      1.327     -0.469     -0.038     -0.148     -0.384      0.053      0.932      0.006      0.009      2.000 1175
    -1.466      0.123      0.509      1.441     -2.209      1.039      1.275      0.000      0.000      0.000      1.000      4.000  764
    -0.962     -1.463      0.045      1.521      0.121      1.101      0.437      0.015      0.000      0.066      0.919      4.000 1566
    -0.829      0.067     -0.719     -0.562      0.132     -0.294     -0.265      0.859      0.000      0.105      0.037      1.000  404
    -0.037      0.989      2.370      0.272     -0.083      0.260      0.639      0.291      0.000      0.006      0.704      4.000 1269
    -0.587      0.394      0.057      0.268     -0.608     -0.667      0.297      0.630      0.000      0.182      0.188      1.000  212
     0.756     -2.883      1.323      0.952     -1.343      0.711     -1.189      0.000      0.000      0.001      0.999      4.000  603
